bill_id,date,hour,outlet,item_name,quantity,price,payment_mode
B12292,20-01-2026,13,Noida Sec 18,Masala Chai,1,30,UPI
B28402,05-06-2026,9,Connaught Place,Poha,1,50,Cash
B10667,06-01-2026,16,Karol Bagh,Adrak Chai,1,35,UPI
B18854,17-03-2026,15,Connaught Place,Elaichi Chai,2,40,UPI
B29667,16-06-2026,15,Connaught Place,Cold Coffee,1,90,Cash
B13759,01-02-2026,18,Noida Sec 18,Adrak Chai,1,35,Cash
B13274,28-01-2026,8,Noida Sec 18,Cold Coffee,1,90,UPI
B25230,09-05-2026,21,Connaught Place,Iced Tea,2,80,Cash
B26655,21-05-2026,8,Connaught Place,Vada Pav,1,35,UPI
B16172,22-02-2026,15,Connaught Place,Green Tea,2,40,UPI
B21557,08-04-2026,19,Noida Sec 18,Vada Pav,1,35,Cash
B22260,14-04-2026,20,Noida Sec 18,Masala Chai,1,30,UPI
B19912,26-03-2026,17,Connaught Place,Iced Tea,1,80,UPI
B14217,05-02-2026,10,Noida Sec 18,Vada Pav,2,35,UPI
B29701,16-06-2026,11,Karol Bagh,Masala Chai,2,30,UPI
B24627,04-05-2026,19,Karol Bagh,Iced Tea,1,80,UPI
B26170,17-05-2026,9,Connaught Place,Fresh Lime Soda,1,60,UPI
B14538,08-02-2026,20,Karol Bagh,Masala Chai,1,30,UPI
B14234,06-02-2026,21,Connaught Place,Iced Tea,1,80,UPI
B23033,21-04-2026,20,Karol Bagh,Adrak Chai,2,35,UPI
B22956,20-04-2026,11,Noida Sec 18,Iced Tea,1,80,Cash
B10176,02-01-2026,21,Karol Bagh,Elaichi Chai,1,40,UPI
B14176,05-02-2026,14,Karol Bagh,Vada Pav,1,35,Cash
B28381,05-06-2026,14,Connaught Place,Poha,1,50,Cash
B28831,08-06-2026,10,Noida Sec 18,Samosa,1,25,UPI
B29134,11-06-2026,12,Karol Bagh,paneer sandwich,2,80,UPI
B15249,14-02-2026,11,Noida Sec 18,Masala Chai,1,30,Cash
B20051,27-03-2026,15,Connaught Place,Poha,2,50,UPI
B22439,16-04-2026,17,Karol Bagh,Masala Chai,1,30,UPI
B22210,14-04-2026,13,Karol Bagh,Iced Tea,1,80,UPI
B14768,10-02-2026,12,Karol Bagh,Masala Chai,1,30,Cash
B21193,05-04-2026,15,Karol Bagh,Iced Tea,2,80,Cash
B29529,15-06-2026,8,Connaught Place,Samosa,1,25,UPI
B10287,03-01-2026,19,Karol Bagh,Green Tea,1,40,UPI
B19880,25-03-2026,8,Noida Sec 18,Vada Pav,1,35,Cash
B30476,23-06-2026,17,Connaught Place,Masala Chai,1,30,Card
B17973,09-03-2026,8,Noida Sec 18,Paneer Sandwich,1,80,Cash
B13638,01-02-2026,22,Connaught Place,Vada Pav,1,35,Cash
B16170,22-02-2026,15,Connaught Place,Green Tea,2,40,UPI
B16531,25-02-2026,13,Karol Bagh,Iced Tea,1,80,UPI
B21427,07-04-2026,11,Karol Bagh,Paneer Sandwich,2,80,UPI
B28156,03-06-2026,19,Connaught Place,Elaichi Chai,1,40,UPI
B14896,11-02-2026,18,Noida Sec 18,Masala Chai,2,30,UPI
B21773,10-04-2026,10,Noida Sec 18,Iced Tea,2,80,UPI
B12905,25-01-2026,17,Karol Bagh,Maggi,1,60,UPI
B12318,21-01-2026,10,Connaught Place,Masala Chai,1,30,Cash
B10554,05-01-2026,8,Noida Sec 18,Filter Coffee,1,60,UPI
B30898,26-06-2026,18,Noida Sec 18,Filter Coffee,1,60,UPI
B21013,04-04-2026,12,Connaught Place,Maggi,1,60,UPI
B15826,19-02-2026,20,Noida Sec 18,Fresh Lime Soda,1,60,Cash
B18945,17-03-2026,10,Noida Sec 18,Iced Tea,1,80,Card
B25633,12-05-2026,17,Noida Sec 18,Adrak Chai,1,35,UPI
B17173,03-03-2026,9,Connaught Place,Poha,1,50,Card
B25519,11-05-2026,18,Noida Sec 18,Adrak Chai,1,35,UPI
B10952,09-01-2026,13,Karol Bagh,Kulhad Chai,1,50,UPI
B10090,01-01-2026,8,Noida Sec 18,Samosa,1,25,Card
B19414,21-03-2026,17,Noida Sec 18,Elaichi Chai,1,40,UPI
B20500,30-03-2026,8,Noida Sec 18,Vada Pav,1,35,Cash
B19978,26-03-2026,17,Karol Bagh,Adrak Chai,1,35,Cash
B28083,02-06-2026,9,Karol Bagh,Cold Coffee,2,90,UPI
B26607,20-05-2026,12,Noida Sec 18, Adrak Chai,1,35,UPI
B20848,03-04-2026,18,Connaught Place,Cold Coffee,2,90,UPI
B25546,12-05-2026,17,Connaught Place,Masala Chai,1,30,UPI
B10306,03-01-2026,18,Karol Bagh,Adrak Chai,1,35,Card
B22240,14-04-2026,9,Noida Sec 18,Masala Chai,1,30,UPI
B15666,18-02-2026,10,Connaught Place,Aloo Patty,2,30,UPI
B17166,03-03-2026,14,Connaught Place,Samosa,1,25,UPI
B14634,09-02-2026,11,Karol Bagh,Masala Chai,1,30,UPI
B19111,19-03-2026,12,Connaught Place,Masala Chai,1,30,Card
B14344,06-02-2026,17,Noida Sec 18,Kulhad Chai,1,50,Cash
B11845,17-01-2026,15,Connaught Place,Elaichi Chai,1,40,UPI
B13950,03-02-2026,12,Karol Bagh,Samosa,1,25,UPI
B10796,07-01-2026,8,Noida Sec 18,Maggi,1,60,Cash
B28473,05-06-2026,12,Noida Sec 18,Samosa,2,25,Cash
B27888,31-05-2026,19,Karol Bagh,Fresh Lime Soda,1,60,UPI
B18768,16-03-2026,18,Karol Bagh,Filter Coffee,1,60,UPI
B29253,12-06-2026,18,Noida Sec 18,Masala Chai,1,30,UPI
B27287,26-05-2026,17,Karol Bagh,Samosa,1,25,UPI
B21121,05-04-2026,15,Connaught Place,Adrak Chai,1,35,Cash
B21590,09-04-2026,8,Connaught Place,Poha,1,50,UPI
B22308,15-04-2026,19,Connaught Place,Cold Coffee,1,90,Cash
B13761,01-02-2026,17,Noida Sec 18,Iced Tea,1,80,UPI
B25384,10-05-2026,22,Karol Bagh,Iced Tea,1,80,UPI
B13961,03-02-2026,10,Karol Bagh,Kulhad Chai,2,50,Cash
B25332,10-05-2026,18,Connaught Place,Vada Pav,2,35,UPI
B24025,29-04-2026,10,Noida Sec 18,Iced Tea,1,80,UPI
B20726,01-04-2026,15,Noida Sec 18,Samosa,1,25,Card
B19816,25-03-2026,12,Connaught Place,Adrak Chai,1,35,UPI
B14822,11-02-2026,11,Connaught Place,Elaichi Chai,1,40,UPI
B30292,21-06-2026,13,Karol Bagh,Iced Tea,1,80,UPI
B28524,06-06-2026,15,Connaught Place,Masala Chai,2,30,Card
B28643,07-06-2026,16,Connaught Place,Masala Chai,2,30,Cash
B27367,27-05-2026,8,Connaught Place,Bun Maska,1,40,UPI
B24563,04-05-2026,8,Connaught Place,Kulhad Chai,1,50,Cash
B21003,04-04-2026,21,Connaught Place,Filter Coffee,1,60,Cash
B14991,12-02-2026,11,Karol Bagh,Vada Pav,1,35,UPI
B10665,06-01-2026,8,Karol Bagh,Iced Tea,1,80,Cash
B30967,27-06-2026,19,Karol Bagh,Bun Maska,1,40,UPI
B20421,30-03-2026,20,Connaught Place,Elaichi Chai,1,40,UPI
B19604,23-03-2026,15,Karol Bagh,Vada Pav,1,35,Card
B12412,21-01-2026,18,Noida Sec 18,Vada Pav,2,35,Card
B25528,11-05-2026,11,Noida Sec 18,Bun Maska,1,40,UPI
B15484,16-02-2026,19,Noida Sec 18,Masala Chai,1,30,UPI
B30549,23-06-2026,10,Noida Sec 18,Filter Coffee,1,60,UPI
B18599,15-03-2026,19,Connaught Place,Samosa,1,25,Cash
B12133,19-01-2026,19,Karol Bagh,Masala Chai,1,30,Card
B16838,28-02-2026,20,Connaught Place,Bun Maska,1,40,UPI
B11301,12-01-2026,9,Karol Bagh,Adrak Chai,1,35,Card
B27170,25-05-2026,8,Karol Bagh,masala chai,1,30,UPI
B20011,26-03-2026,9,Noida Sec 18,Masala Chai,2,30,Cash
B19785,25-03-2026,10,Connaught Place,Aloo Patty,2,30,Cash
B28564,06-06-2026,19,Karol Bagh,Maggi,2,60,Card
B23389,24-04-2026,11,Karol Bagh,Cold Coffee,1,90,Cash
B17056,02-03-2026,10,Connaught Place,Adrak Chai,1,35,UPI
B27294,26-05-2026,8,Karol Bagh,Vada Pav,1,35,Cash
B28177,03-06-2026,8,Karol Bagh,Masala Chai,1,30,UPI
B19099,19-03-2026,8,Connaught Place,Green Tea,2,40,Cash
B23635,26-04-2026,20,Karol Bagh,Green Tea,1,40,Card
B19827,25-03-2026,14,Karol Bagh,Masala Chai,1,30,Cash
B23921,28-04-2026,11,Noida Sec 18,Vada Pav,2,35,UPI
B10696,07-01-2026,9,Connaught Place,Vada Pav,1,35,UPI
B10288,03-01-2026,18,Karol Bagh,Masala Chai,1,30,Cash
B27916,01-06-2026,16,Connaught Place,Samosa,1,25,Cash
B14301,06-02-2026,9,Karol Bagh,Elaichi Chai,1,40,UPI
B28199,03-06-2026,8,Karol Bagh,Bun Maska,1,40,Cash
B15283,15-02-2026,17,Connaught Place,Elaichi Chai,1,40,Cash
B11270,12-01-2026,9,Connaught Place,Kulhad Chai,1,50,Cash
B11744,16-01-2026,14,Connaught Place,Elaichi Chai,1,40,Cash
B28349,04-06-2026,22,Noida Sec 18,Green Tea,1,40,Cash
B19471,22-03-2026,15,Connaught Place,Cold Coffee,2,90,Cash
B14961,12-02-2026,8,Karol Bagh,Masala Chai,1,30,UPI
B21367,07-04-2026,11,Connaught Place,Masala Chai,1,30,Card
B14514,08-02-2026,22,Connaught Place,Adrak Chai,1,35,UPI
B26236,17-05-2026,13,Noida Sec 18,Iced Tea,1,80,Cash
B25026,07-05-2026,17,Karol Bagh,Fresh Lime Soda,1,60,UPI
B26846,22-05-2026,10,Noida Sec 18,Masala Chai,1,30,UPI
B10624,06-01-2026,20,Connaught Place,Green Tea,1,40,UPI
B25452,11-05-2026,10,Connaught Place,Iced Tea,1,80,UPI
B21598,09-04-2026,11,Connaught Place,Kulhad Chai,1,50,UPI
B28555,06-06-2026,12,Karol Bagh,Samosa,1,25,UPI
B17663,07-03-2026,20,Connaught Place,Vada Pav,-1,35,UPI
B23118,22-04-2026,20,Connaught Place,Bun Maska,2,40,Cash
B19998,26-03-2026,17,Noida Sec 18,Samosa,1,25,UPI
B19746,24-03-2026,12,Noida Sec 18,Elaichi Chai,1,40,Cash
B14172,05-02-2026,9,Karol Bagh,Adrak Chai,1,35,UPI
B26696,21-05-2026,8,Karol Bagh,Kulhad Chai,2,50,UPI
B13529,31-01-2026,16,Connaught Place,Kulhad Chai,1,50,Cash
B27692,30-05-2026,14,Connaught Place,Iced Tea,1,80,UPI
B18671,15-03-2026,20,Karol Bagh,Bun Maska,2,40,Cash
B20539,31-03-2026,16,Connaught Place,Kulhad Chai,1,50,Card
B30706,25-06-2026,8,Connaught Place,Cold Coffee,2,90,UPI
B11823,16-01-2026,8,Noida Sec 18,Fresh Lime Soda,1,60,UPI
B12373,21-01-2026,8,Karol Bagh,Filter Coffee,1,60,Card
B19831,25-03-2026,21,Karol Bagh,Poha,2,50,Cash
B29956,18-06-2026,8,Karol Bagh,SAMOSA,1,25,Cash
B25741,13-05-2026,19,Karol Bagh,Filter Coffee,1,60,Cash
B20016,27-03-2026,16,Connaught Place,Filter Coffee,1,60,Cash
B19470,22-03-2026,22,Connaught Place,Adrak Chai,1,35,UPI
B26303,18-05-2026,12,Karol Bagh,Maggi,-1,60,Cash
B25021,07-05-2026,9,Karol Bagh,Aloo Patty,1,30,UPI
B16490,25-02-2026,8,Connaught Place,Filter Coffee,1,60,Card
B20429,30-03-2026,16,Connaught Place,Masala Chai,1,30,Card
B18191,11-03-2026,11,Noida Sec 18,Masala Chai,1,30,
B24543,03-05-2026,18,Noida Sec 18,Filter Coffee,2,60,UPI
B21683,09-04-2026,11,Noida Sec 18,Masala Chai,2,30,UPI
B28940,09-06-2026,18,Noida Sec 18,Masala Chai,1,30,Card
B15117,13-02-2026,8,Noida Sec 18,Filter Coffee,2,60,Cash
B11241,12-01-2026,20,Connaught Place,Filter Coffee,1,60,UPI
B16961,01-03-2026,18,Connaught Place,Bun Maska,1,40,Cash
B30473,23-06-2026,10,Connaught Place,Filter Coffee,2,60,Card
B17879,09-03-2026,8,Connaught Place,Masala Chai,2,30,UPI
B17125,02-03-2026,12,Noida Sec 18,Masala Chai,1,30,Card
B24360,02-05-2026,21,Connaught Place,Cold Coffee,2,90,UPI
B10353,04-01-2026,14,Connaught Place,Bun Maska,1,40,Cash
B17701,07-03-2026,22,Karol Bagh,Cold Coffee,1,90,Cash
B12127,19-01-2026,14,Karol Bagh,aloo patty,1,30,UPI
B19125,19-03-2026,8,Connaught Place,Kulhad Chai,1,50,UPI
B12461,22-01-2026,8,Connaught Place,Masala Chai,1,30,UPI
B12912,25-01-2026,16,Karol Bagh,Samosa,2,25,Card
B16732,27-02-2026,10,Connaught Place,Cold Coffee,2,90,Cash
B12043,18-01-2026,12,Karol Bagh,Adrak Chai,2,35,UPI
B24236,01-05-2026,9,Karol Bagh,Masala Chai,2,30,
B19891,25-03-2026,18,Noida Sec 18,Cold Coffee,1,90,UPI
B25772,13-05-2026,10,Noida Sec 18,Masala Chai,1,30,
B27098,24-05-2026,13,Noida Sec 18,Fresh Lime Soda,1,60,UPI
B19512,22-03-2026,18,Karol Bagh,Aloo Patty,1,30,UPI
B21560,08-04-2026,8,Noida Sec 18,Fresh Lime Soda,1,60,UPI
B28180,03-06-2026,11,Karol Bagh,Cold Coffee,1,90,UPI
B27603,29-05-2026,9,Connaught Place,Maggi,2,60,UPI
B21474,08-04-2026,8,Connaught Place,Cold Coffee,1,90,UPI
B25289,09-05-2026,22,Noida Sec 18,Poha,1,50,Cash
B18893,17-03-2026,12,Karol Bagh,elaichi chai,1,40,Cash
B11695,15-01-2026,8,Noida Sec 18,Masala Chai,1,30,Cash
B13197,28-01-2026,12,Connaught Place,Masala Chai,1,30,Card
B27902,31-05-2026,13,Noida Sec 18,Masala Chai,1,30,UPI
B24214,01-05-2026,8,Connaught Place,Vada Pav,1,35,UPI
B21793,11-04-2026,19,Connaught Place,Bun Maska,1,40,UPI
B17187,03-03-2026,15,Connaught Place,Green Tea,2,40,Card
B11150,11-01-2026,16,Connaught Place,Bun Maska,1,40,Card
B15333,15-02-2026,17,Karol Bagh,Samosa,2,25,UPI
B28298,04-06-2026,12,Connaught Place,Iced Tea,1,80,UPI
B19276,20-03-2026,20,Noida Sec 18,Masala Chai,1,30,Cash
B18280,12-03-2026,8,Karol Bagh,Masala Chai,2,30,Cash
B25147,08-05-2026,12,Karol Bagh,Adrak Chai,1,35,UPI
B23538,25-04-2026,22,Karol Bagh,Adrak Chai,1,35,Cash
B22882,20-04-2026,18,Connaught Place,Fresh Lime Soda,2,60,UPI
B18460,14-03-2026,18,Connaught Place,Kulhad Chai,1,50,Card
B27725,30-05-2026,17,Connaught Place,Iced Tea,1,80,UPI
B18765,16-03-2026,9,Karol Bagh,Fresh Lime Soda,1,60,Cash
B24048,29-04-2026,8,Noida Sec 18,Cold Coffee,1,90,Cash
B25210,09-05-2026,20,Connaught Place,Masala Chai,1,30,Card
B26009,15-05-2026,19,Noida Sec 18,Vada Pav,1,35,UPI
B28751,08-06-2026,17,Connaught Place,Adrak Chai,1,35,UPI
B25571,12-05-2026,13,Connaught Place,Masala Chai,1,30,UPI
B27291,26-05-2026,11,Karol Bagh,Kulhad Chai,1,50,UPI
B26238,17-05-2026,22,Noida Sec 18,Cold Coffee,1,90,Cash
B19090,19-03-2026,9,Connaught Place,Filter Coffee,2,60,Cash
B19623,23-03-2026,10,Karol Bagh,Bun Maska,1,40,
B12933,25-01-2026,22,Karol Bagh,Kulhad Chai,2,50,UPI
B23344,23-04-2026,14,Noida Sec 18,Adrak Chai,1,35,Card
B13352,29-01-2026,8,Karol Bagh,Iced Tea,1,80,UPI
B25338,10-05-2026,22,Connaught Place,Bun Maska,1,40,UPI
B13810,02-02-2026,14,Connaught Place,Aloo Patty,1,30,UPI
B22678,18-04-2026,17,Karol Bagh,Masala Chai,1,30,Cash
B30359,22-06-2026,10,Connaught Place,Iced Tea,1,80,Cash
B26850,22-05-2026,16,Noida Sec 18, Adrak Chai,1,35,UPI
B16942,01-03-2026,17,Connaught Place,Cold Coffee,2,90,Card
B26359,18-05-2026,8,Noida Sec 18,Green Tea,1,40,Cash
B26797,22-05-2026,19,Karol Bagh,Cold Coffee,1,90,Card
B10170,02-01-2026,8,Karol Bagh,Aloo Patty,1,30,UPI
B28772,08-06-2026,20,Karol Bagh,Kulhad Chai,2,50,Cash
B22223,14-04-2026,8,Karol Bagh,Maggi,1,60,Cash
B22120,13-04-2026,17,Karol Bagh,Green Tea,1,40,Cash
B10514,05-01-2026,10,Karol Bagh,Filter Coffee,2,60,Cash
B13233,28-01-2026,18,Karol Bagh,Masala Chai,1,30,UPI
B17777,08-03-2026,19,Connaught Place,Green Tea,1,40,UPI
B19603,23-03-2026,10,Karol Bagh,Green Tea,1,40,UPI
B28864,09-06-2026,20,Connaught Place,Samosa,1,25,Cash
B22818,19-04-2026,18,Noida Sec 18,Adrak Chai,2,35,UPI
B20372,29-03-2026,13,Karol Bagh,Green Tea,2,40,Cash
B15783,19-02-2026,9,Connaught Place,Maggi,1,60,UPI
B15742,19-02-2026,12,Connaught Place,Masala Chai,1,30,UPI
B18025,10-03-2026,8,Connaught Place,Masala Chai,1,30,UPI
B20581,31-03-2026,9,Karol Bagh,Cold Coffee,1,90,UPI
B14337,06-02-2026,9,Noida Sec 18,Samosa,1,25,UPI
B12642,23-01-2026,12,Karol Bagh,Elaichi Chai,1,40,Cash
B10560,05-01-2026,10,Noida Sec 18,ADRAK CHAI,2,35,Card
B23523,25-04-2026,16,Karol Bagh,Masala Chai,2,30,UPI
B29834,17-06-2026,18,Karol Bagh,Iced Tea,1,80,Cash
B26231,17-05-2026,18,Karol Bagh,Aloo Patty,1,30,UPI
B23671,26-04-2026,22,Karol Bagh,Iced Tea,2,80,Cash
B18741,16-03-2026,11,Connaught Place,Green Tea,1,40,UPI
B25565,12-05-2026,14,Connaught Place,Fresh Lime Soda,1,60,UPI
B22425,16-04-2026,17,Karol Bagh,Vada Pav,1,35,UPI
B11507,14-01-2026,11,Connaught Place,adrak chai,1,35,UPI
B11631,15-01-2026,9,Connaught Place,Kulhad Chai,1,50,UPI
B11810,16-01-2026,8,Karol Bagh,Vada Pav,1,35,UPI
B25929,15-05-2026,8,Connaught Place,Aloo Patty,1,30,UPI
B27820,31-05-2026,22,Connaught Place,Maggi,1,60,UPI
B15999,21-02-2026,21,Connaught Place,Kulhad Chai,2,50,UPI
B20572,31-03-2026,17,Karol Bagh,Filter Coffee,1,60,Cash
B27038,24-05-2026,18,Connaught Place,Masala Chai,2,30,UPI
B18062,10-03-2026,10,Karol Bagh,Masala Chai,1,30,Cash
B10049,01-01-2026,17,Karol Bagh,Poha,1,50,Cash
B16134,22-02-2026,18,Connaught Place,Elaichi Chai,2,40,UPI
B13526,31-01-2026,21,Connaught Place,Cold Coffee,2,90,UPI
B16515,25-02-2026,15,Karol Bagh,Elaichi Chai,1,40,Cash
B23593,26-04-2026,16,Connaught Place,Iced Tea,2,80,UPI
B30817,26-06-2026,17,Connaught Place,Masala Chai,1,30,UPI
B31203,29-06-2026,9,Karol Bagh,Adrak Chai,2,35,UPI
B19194,20-03-2026,11,Connaught Place,Paneer Sandwich,2,80,Cash
B19170,19-03-2026,10,Noida Sec 18,Adrak Chai,1,35,UPI
B11606,14-01-2026,17,Noida Sec 18,Maggi,1,60,UPI
B15323,15-02-2026,16,Karol Bagh,Poha,1,50,UPI
B10202,02-01-2026,8,Noida Sec 18,Samosa,2,25,UPI
B29055,10-06-2026,12,Noida Sec 18,Masala Chai,1,30,UPI
B28952,10-06-2026,8,Connaught Place,Samosa,1,25,UPI
B26678,21-05-2026,8,Connaught Place,Cold Coffee,1,90,UPI
B16273,23-02-2026,12,Connaught Place,Adrak Chai,1,35,Cash
B25204,09-05-2026,19,Connaught Place,Fresh Lime Soda,1,60,UPI
B17716,07-03-2026,20,Karol Bagh,Masala Chai,1,30,UPI
B29105,11-06-2026,10,Connaught Place,Adrak Chai,1,35,UPI
B29391,13-06-2026,22,Noida Sec 18,Elaichi Chai,1,40,Cash
B17481,05-03-2026,9,Noida Sec 18,Adrak Chai,2,35,UPI
B16671,26-02-2026,10,Noida Sec 18,Vada Pav,1,35,Cash
B28594,06-06-2026,22,Noida Sec 18,Adrak Chai,1,35,UPI
B27953,01-06-2026,8,Connaught Place,Iced Tea,1,80,UPI
B20828,02-04-2026,20,Noida Sec 18,Adrak Chai,1,35,UPI
B12478,22-01-2026,13,Karol Bagh,Cold Coffee,1,90,UPI
B19031,18-03-2026,18,Karol Bagh,Masala Chai,1,30,Cash
B13508,30-01-2026,8,Noida Sec 18,Cold Coffee,1,90,Cash
B18710,16-03-2026,9,Connaught Place,Cold Coffee,1,90,UPI
B13905,02-02-2026,13,Noida Sec 18,Paneer Sandwich,2,80,Cash
B13539,31-01-2026,14,Connaught Place,Adrak Chai,1,35,UPI
B23761,27-04-2026,10,Karol Bagh,Kulhad Chai,1,50,UPI
B31330,30-06-2026,9,Karol Bagh,Maggi,1,60,Cash
B22452,16-04-2026,13,Karol Bagh,Filter Coffee,1,60,UPI
B28891,09-06-2026,10,Karol Bagh,Green Tea,1,40,Cash
B28880,09-06-2026,20,Karol Bagh,Fresh Lime Soda,1,60,UPI
B23351,23-04-2026,11,Noida Sec 18,Cold Coffee,2,90,Cash
B13309,29-01-2026,8,Connaught Place,Adrak Chai,1,35,UPI
B24686,05-05-2026,15,Connaught Place,Kulhad Chai,1,50,UPI
B20781,02-04-2026,15,Connaught Place,Fresh Lime Soda,2,60,UPI
B21983,12-04-2026,21,Karol Bagh,iced tea,1,80,UPI
B21843,11-04-2026,22,Karol Bagh,Fresh Lime Soda,2,60,UPI
B21503,08-04-2026,16,Connaught Place,Iced Tea,2,80,UPI
B20129,27-03-2026,10,Noida Sec 18,Cold Coffee,2,90,UPI
B26058,16-05-2026,13,Connaught Place,Cold Coffee,1,90,Card
B17305,04-03-2026,11,Connaught Place,Masala Chai,1,30,Cash
B18991,18-03-2026,8,Connaught Place,Kulhad Chai,2,50,UPI
B29165,11-06-2026,8,Noida Sec 18,Filter Coffee,1,60,UPI
B13891,02-02-2026,21,Noida Sec 18,Bun Maska,2,40,UPI
B28963,10-06-2026,8,Connaught Place,Green Tea,1,40,Card
B26987,24-05-2026,18,Connaught Place,Kulhad Chai,1,50,UPI
B15236,14-02-2026,17,Karol Bagh,Vada Pav,2,35,Cash
B30396,22-06-2026,10,Karol Bagh,Maggi,1,60,UPI
B18562,14-03-2026,18,Noida Sec 18,Elaichi Chai,1,40,UPI
B29069,10-06-2026,10,Noida Sec 18,Iced Tea,1,80,Cash
B25447,11-05-2026,18,Connaught Place,Poha,1,50,UPI
B25061,07-05-2026,12,Noida Sec 18,Filter Coffee,1,60,UPI
B19182,19-03-2026,14,Noida Sec 18,Filter Coffee,1,60,UPI
B10995,09-01-2026,12,Noida Sec 18,elaichi chai,1,40,UPI
B19978,26-03-2026,17,Karol Bagh,Masala Chai,1,30,UPI
B20585,31-03-2026,18,Karol Bagh,Samosa,2,25,Card
B18162,11-03-2026,22,Karol Bagh,Maggi,1,60,Cash
B28665,07-06-2026,20,Karol Bagh,Masala Chai,1,30,Cash
B25366,10-05-2026,20,Karol Bagh,Filter Coffee,1,60,UPI
B30384,22-06-2026,8,Karol Bagh,Cold Coffee,2,90,UPI
B18032,10-03-2026,16,Connaught Place,Iced Tea,2,80,UPI
B10915,09-01-2026,17,Connaught Place,Samosa,1,25,Card
B26836,22-05-2026,14,Noida Sec 18,Green Tea,1,40,UPI
B23277,23-04-2026,8,Karol Bagh,Masala Chai,1,30,UPI
B13682,01-02-2026,17,Connaught Place,Masala Chai,1,30,Cash
B23491,25-04-2026,11,Connaught Place,Maggi,1,60,Card
B13410,30-01-2026,8,Connaught Place,Adrak Chai,1,35,UPI
B26567,20-05-2026,8,Karol Bagh,Paneer Sandwich,1,80,UPI
B22243,14-04-2026,8,Noida Sec 18,Filter Coffee,2,60,Card
B27445,27-05-2026,10,Noida Sec 18,Adrak Chai,1,35,UPI
B22919,20-04-2026,14,Karol Bagh,Samosa,1,25,UPI
B26412,19-05-2026,8,Connaught Place,Maggi,1,60,Cash
B10009,01-01-2026,9,Connaught Place,Masala Chai,1,30,UPI
B11594,14-01-2026,19,Noida Sec 18,Elaichi Chai,1,40,UPI
B21854,11-04-2026,16,Karol Bagh, Bun Maska,1,40,Cash
B27411,27-05-2026,17,Karol Bagh,Bun Maska,1,40,UPI
B20817,02-04-2026,11,Karol Bagh,Vada Pav,1,35,Cash
B14069,04-02-2026,9,Karol Bagh,Maggi,2,60,UPI
B18202,11-03-2026,16,Noida Sec 18,Maggi,1,60,UPI
B17572,06-03-2026,18,Karol Bagh,Vada Pav,2,35,Cash
B25639,12-05-2026,17,Noida Sec 18,Vada Pav,1,35,UPI
B13250,28-01-2026,9,Karol Bagh,Fresh Lime Soda,2,60,Cash
B18929,17-03-2026,9,Noida Sec 18,Elaichi Chai,1,40,Cash
B13659,01-02-2026,17,Connaught Place,Masala Chai,2,30,Cash
B21465,08-04-2026,8,Connaught Place,Iced Tea,1,80,Cash
B13761,01-02-2026,17,Noida Sec 18,Maggi,1,60,UPI
B26464,19-05-2026,11,Karol Bagh,Maggi,2,60,UPI
B13939,03-02-2026,9,Connaught Place,Paneer Sandwich,1,80,UPI
B19545,22-03-2026,22,Noida Sec 18,Samosa,2,25,Cash
B10815,08-01-2026,18,Connaught Place,ICED TEA,1,80,UPI
B16624,26-02-2026,12,Karol Bagh,Masala Chai,1,30,Card
B24972,07-05-2026,9,Connaught Place,Samosa,1,25,UPI
B15574,17-02-2026,10,Karol Bagh,Masala Chai,1,30,Card
B22251,14-04-2026,22,Noida Sec 18,Masala Chai,2,30,Cash
B16139,22-02-2026,12,Connaught Place,Poha,2,50,Cash
B26738,21-05-2026,13,Noida Sec 18,Cold Coffee,2,90,Cash
B28692,07-06-2026,15,Noida Sec 18,Bun Maska,1,40,UPI
B26741,21-05-2026,15,Noida Sec 18,ADRAK CHAI,1,35,UPI
B29076,11-06-2026,17,Connaught Place,Bun Maska,1,40,Cash
B26120,16-05-2026,22,Noida Sec 18,Filter Coffee,1,60,UPI
B20486,30-03-2026,13,Noida Sec 18,Paneer Sandwich,-1,80,Cash
B30291,21-06-2026,17,Karol Bagh,Vada Pav,1,35,Card
B26497,20-05-2026,13,Connaught Place,Fresh Lime Soda,2,60,UPI
B10950,09-01-2026,8,Connaught Place,Maggi,2,60,Card
B30420,22-06-2026,19,Noida Sec 18,Cold Coffee,1,90,UPI
B28017,01-06-2026,9,Noida Sec 18,Iced Tea,1,80,UPI
B12716,24-01-2026,20,Connaught Place,Maggi,1,60,UPI
B28786,08-06-2026,9,Karol Bagh,Bun Maska,1,40,UPI
B13707,01-02-2026,16,Connaught Place,Masala Chai,2,30,UPI
B20899,03-04-2026,11,Karol Bagh,Kulhad Chai,2,50,UPI
B16677,26-02-2026,11,Noida Sec 18,Aloo Patty,2,30,UPI
B23679,26-04-2026,16,Karol Bagh,Fresh Lime Soda,1,60,Cash
B24274,01-05-2026,9,Noida Sec 18,Vada Pav,2,35,UPI
B21687,09-04-2026,9,Noida Sec 18,Fresh Lime Soda,1,60,Card
B22939,20-04-2026,16,Noida Sec 18,cold coffee,1,90,Card
B17276,03-03-2026,19,Noida Sec 18,Masala Chai,2,30,Cash
B24529,03-05-2026,20,Karol Bagh,Masala Chai,1,30,Card
B27428,27-05-2026,15,Noida Sec 18,Adrak Chai,1,35,UPI
